stop_id,latitude,longitude
106000163,37.6016833408,127.0830923091
106000164,37.6023518938,127.0849965510
106000165,37.6022944281,127.0853154073
106000166,37.6033500000,127.0880910000
106000167,37.6031155767,127.0880531041
106000168,37.6041023768,127.0898625255
106000169,37.6039493788,127.0900020003
106000170,37.6053101712,127.0917485534
106000171,37.6047917401,127.0914211649
106000172,37.6066439712,127.0941822536
106000173,37.6062056111,127.0936349035
106000174,37.6077715316,127.0971854414
106000175,37.6077071928,127.0976236907
106000176,37.6039568351,127.0954657423
106000177,37.6034500817,127.0958886791
106000178,37.6056205222,127.0952115317
106000179,37.6060573668,127.0953791322
106000180,37.6076432141,127.0952480857
106000181,37.6097526098,127.0960572283
106000182,37.6091470123,127.0955629892
106000183,37.6105694794,127.0959906996
106000184,37.6131148914,127.0961797384
106000185,37.6126261420,127.0966220017
106000186,37.6152532096,127.0938875252
106000187,37.6155235948,127.0937064155
106000188,37.6137609119,127.0917243901
106000189,37.6138773039,127.0915285695
106000190,37.6138970824,127.0904185112
106000191,37.6162098628,127.0917761025
106000192,37.6139812216,127.0900829285
106000193,37.6165664023,127.0900173419
106000194,37.6166348689,127.0897718167
106000195,37.6156097571,127.0870833854
106000196,37.6157123025,127.0871347189
106000197,37.6165927675,127.0860809693
106000198,37.6165271272,127.0862462880
106000199,37.6196403121,127.0858732595
106000200,37.6198518169,127.0861849977
106000201,37.6167043095,127.0931755465
106000202,37.6164587350,127.0929080569
106000203,37.6198766250,127.1055543519
106000204,37.6182441062,127.1033558569
106000205,37.6143619055,127.1016592961
106000206,37.6145594387,127.1014318828
106000207,37.6105405898,127.1013328750
106000208,37.6105382531,127.1010152560
106000209,37.6061555986,127.1007499588
106000210,37.6058381610,127.1010485410
106000211,37.6009474144,127.1006376085
106000212,37.6010819221,127.1003489912
106000213,37.5964661524,127.0931425288
106000214,37.5962266864,127.0928591130
106000215,37.5921676455,127.0935437056
106000216,37.5924652462,127.0932383267
106000217,37.5904581513,127.0937068936
106000218,37.5903997916,127.0934407109
106000219,37.5886709536,127.0941326831
106000220,37.5871759203,127.0942915914
106000221,37.6003605105,127.0738729937
106000222,37.5983343549,127.0720150896
106000223,37.5956150000,127.0721250000
106000224,37.5955321436,127.0723480536
106000225,37.5938170461,127.0724587364
106000226,37.5938844814,127.0726966130
106000228,37.5904056002,127.0853817614
106000229,37.6012829905,127.1083597586
106000231,37.6020220028,127.1080532670
106000232,37.6023627391,127.1080906424
106000233,37.6038260938,127.1071130742
106000234,37.6040965947,127.1071826257
106000235,37.6055398887,127.1061947194
106000236,37.6056398133,127.1063013270
106000237,37.6095278447,127.1065901668
106000238,37.6096361832,127.1065048426
106000239,37.6117522212,127.1052682161
106000240,37.6115852113,127.1052575090
106000241,37.6136452290,127.1020230606
106000249,37.5903178004,127.0850893069
106000250,37.6148745872,127.0952202984
106000251,37.6151092487,127.0846193165
106000252,37.6156010333,127.0855859412
106000253,37.6145590063,127.0823392781
106000254,37.6144133573,127.0812404699
106000255,37.6147974229,127.0788949924
106000256,37.6144119098,127.0800625370
106000257,37.6146822138,127.0952174211
106000258,37.6057286331,127.1058004930
106000259,37.6054730000,127.1056000000
106000260,37.6046853285,127.1035239722
106000261,37.6043920000,127.1032550000
106000262,37.6032313021,127.1021141659
106000263,37.6031193851,127.1023246716
106000264,37.6012923580,127.1019920860
106000265,37.6011800000,127.1021500000
106000266,37.6005378384,127.1001455367
106000267,37.6003751191,127.0999213485
106000268,37.5999201792,127.0974107927
106000269,37.5997615516,127.0974547542
106000270,37.6164103875,127.0917055579
106000271,37.6182750652,127.0830767893
106000272,37.6181760443,127.0829520840
106000273,37.6180350000,127.0792820000
106000274,37.6180005020,127.0794582367
106000275,37.6154401612,127.0783873294
106000276,37.6156197109,127.0779686293
106000277,37.6157665771,127.0767890720
106000278,37.6155845183,127.0768500540
106000279,37.6149321561,127.0732418050
106000280,37.6134823027,127.0740058681
106000281,37.6148475372,127.0752719666
106000282,37.6150298370,127.0755071723
106000283,37.6135896030,127.0753176790
106000284,37.6136191751,127.0755737065
106000285,37.6114639864,127.0758008697
106000286,37.6114909487,127.0759056609
106000287,37.6098946925,127.0760354677
106000288,37.6099095261,127.0761956874
106000289,37.6081884895,127.0764232694
106000290,37.6079263237,127.0766496237
106000291,37.6067354594,127.0767077415
106000292,37.6067399055,127.0767983469
106000293,37.6049696369,127.0769920333
106000294,37.6049962662,127.0771419617
106000295,37.6035367408,127.0772499173
106000296,37.6034689076,127.0774178373
106000297,37.6012530842,127.0777107671
106000298,37.6019009680,127.0777474502
106000299,37.5994786312,127.0780328218
106000300,37.5983356921,127.0771464085
106000301,37.5966765194,127.0757518958
106000303,37.6072435159,127.0992085559
106000304,37.6069849930,127.0992197585
106000305,37.6051950212,127.0977024595
106000306,37.6053772766,127.0979376894
106000307,37.6028372991,127.0969519586
106000308,37.6024633795,127.0970063858
106000309,37.6023453076,127.0959547422
106000310,37.6004378473,127.0876490313
106000311,37.6006651301,127.0873672963
106000312,37.6015382080,127.0874691143
106000313,37.6022345053,127.0871749520
106000477,37.5798140570,127.0826783287
106000318,37.5986297908,127.0929810127
106000319,37.6135323920,127.1027961370
106000320,37.6050220000,127.1088430000
106000321,37.6063443498,127.1074180142
106000322,37.5971721716,127.0719816228
106000324,37.6019303688,127.1113412232
106000325,37.6089365533,127.0778546804
106000326,37.6093643524,127.0781824676
106000327,37.6003626826,127.0736950143
106000328,37.6184375920,127.0853769562
106000329,37.6182946250,127.0872443872
106000330,37.6180387443,127.0873412490
106000439,37.6137726593,127.0974333582
106000438,37.6136650000,127.0983970000
106000436,37.6131628134,127.0994457719
106000437,37.6130754494,127.1002631605
106000440,37.5864491668,127.0948851433
106000441,37.6142437258,127.0997700090
106000442,37.6126730935,127.1018665500
106000443,37.5713121285,127.0841213979
106000454,37.6124792229,127.1033381633
106000450,37.6138466599,127.1056704161
106000482,37.6015482363,127.1152135677
106000483,37.6018460877,127.1153104035
106000481,37.6144612910,127.1132712119
106000451,37.6137803146,127.1054798008
106000456,37.6196890354,127.1048418581
106000462,37.6126060000,127.1097380000
106000463,37.6124940000,127.1098380000
106000459,37.6154037584,127.1128015572
106000458,37.6159863803,127.1127524972
106000461,37.6165642773,127.1109420061
106000460,37.6172677017,127.1098030048
106000457,37.6174362942,127.1083861254
106000464,37.6177710478,127.1056205034
106900027,37.6176886487,127.1053545797
106000466,37.6156282044,127.1054535122
106000465,37.6152979971,127.1058994532
106000468,37.6103866911,127.0952912241
106000469,37.6129735956,127.1046668259
106000472,37.6188635865,127.1074162008
106000471,37.6190845701,127.1071503349
106000475,37.5831084305,127.0796405872
106000474,37.5830485102,127.0799298741
106000473,37.6136471439,127.0749989291
106900021,37.5876130613,127.1019875708
106900019,37.6000603766,127.0825318290
106900022,37.5882702086,127.1000297097
106900018,37.5997944430,127.0813967466
106900017,37.5996788543,127.0804464349
106900016,37.5886290229,127.0991229153
106900015,37.5995534192,127.0793873937
106900024,37.5891664311,127.0976560283
106900014,37.5997722467,127.0782426453
106900029,37.5883050259,127.0960782719
106900013,37.5877930543,127.0944316480
106900028,37.5878139510,127.0961200991
106900012,37.5883133210,127.0869542692
106900010,37.5896743021,127.0760239509
106900009,37.5884214469,127.0765526169
106900030,37.5876550553,127.0850097120
106900008,37.5873563919,127.0765028357
106900007,37.5995049778,127.0803975494
106900006,37.5996555334,127.0816027142
106900004,37.5999332450,127.0826438086
106900020,37.5883879960,127.0883233680
106900003,37.5878158428,127.0941044299
106900025,37.5890945823,127.0973219460
106900002,37.5884903229,127.0990423344
106900026,37.5881890000,127.0999930000
106900023,37.5875477419,127.1019846511
106900001,37.5993830841,127.0794313809
106000467,37.6132090000,127.1036280000
106000480,37.6133220000,127.1044680000
106000470,37.5807358238,127.0870023398
106000427,37.5986473807,127.0925152302
107000001,37.6069061871,127.0282093240
107000002,37.6061107314,127.0274688050
107000003,37.6037080396,127.0242800346
107000004,37.6031113030,127.0234418237
107000005,37.5988112954,127.0217090638
107000006,37.5979210002,127.0218209221
107000007,37.5937432794,127.0181313708
107000008,37.5932509586,127.0176837862
107000009,37.5899227463,127.0093609216
107000010,37.5893259230,127.0082314311
107000011,37.6098576825,127.0320881862
107000012,37.6118505947,127.0358199660
107000013,37.6137075663,127.0382739231
107000014,37.6178525754,127.0431131466
107000015,37.6203171059,127.0453451219
107000016,37.6235604931,127.0486034702
107000017,37.6106795513,126.9940273315
107000018,37.6110894940,126.9940766263
107000020,37.6108079623,126.9946485975
107000021,37.6086704828,126.9990826430
107000022,37.6086300000,127.0000600000
107000023,37.6073860000,127.0029080000
107000024,37.6078880000,127.0023780000
107000025,37.6058540000,127.0076240000
107000026,37.6061380000,127.0076570000
107000027,37.6045930000,127.0112580000
107000028,37.6049808949,127.0111989608
107000029,37.6033583637,127.0146827395
107000030,37.6036980190,127.0151143204
107000031,37.6022155634,127.0193251172
107000032,37.6025691568,127.0195998271
107000033,37.6018744304,127.0245753189
107000034,37.6020413112,127.0237698953
107000035,37.6036715396,127.0264232103
107000036,37.6045116804,127.0265678982
107000037,37.6036070000,127.0311720000
107000038,37.6024463961,127.0343782041
107000039,37.6030292596,127.0347002149
107000040,37.6020467210,127.0376139648
107000041,37.6025890639,127.0391628595
107000042,37.6016287270,127.0414527013
107000043,37.6030699938,127.0423481401
107000044,37.6030027838,127.0428338902
107000045,37.6055882580,127.0472775982
107000046,37.6054890000,127.0464470000
107000047,37.6068950000,127.0497870000
107000048,37.6069663554,127.0492360318
107000049,37.6083430000,127.0525290000
107000050,37.6084472513,127.0521051555
107000051,37.6112910000,127.0582130000
107000052,37.6105861206,127.0562084808
107000053,37.6120430000,127.0589690000
107000054,37.6133930000,127.0619170000
107000055,37.6134412485,127.0614333997
107000056,37.6143314819,127.0657965807
107000057,37.6151040000,127.0671120000
107000058,37.6058827177,127.0311378827
107000059,37.6059227612,127.0315287406
107000060,37.6014326326,127.0330443723
107000061,37.6011063729,127.0336839773
107000062,37.5994152643,127.0341075456
107000063,37.5983737481,127.0349566767
107000064,37.5948052663,127.0356811781
107000065,37.5943969245,127.0361701980
107000066,37.5885636851,127.0348108154
107000067,37.5851359404,127.0316104668
107000068,37.5824863475,127.0290649350
107000069,37.5797066498,127.0250277117
107000070,37.6177209169,126.9992949087
107000071,37.6167130001,127.0033451915
107000072,37.6167080000,127.0038600000
107000073,37.6135243952,127.0063369706
107000074,37.6133621964,127.0067135499
107000075,37.6115696748,127.0084193769
107000076,37.6108955811,127.0090747434
107000077,37.6084653256,127.0098212542
107000078,37.6080327763,127.0101519307
107000079,37.6051645031,127.0114121305
107000080,37.6053925733,127.0115259154
107000081,37.6115318739,127.0220389791
107000082,37.6108866161,127.0224658136
107000083,37.6072828690,127.0235309030
107000084,37.6080248717,127.0234547019
107000085,37.5906107149,127.0143473137
107000086,37.5906917676,127.0147153546
107000087,37.5881513802,127.0174306588
107000088,37.5886054063,127.0172299027
107000089,37.5858514183,127.0189209428
107000090,37.5848759024,127.0197706750
107000091,37.5823963244,127.0207962235
107000092,37.5823989710,127.0211155216
107000093,37.5804514958,127.0218634882
107000094,37.5800480873,127.0223781466
107000095,37.6232183587,127.0503746013
107000096,37.6238250000,127.0501330000
107000097,37.6199529582,127.0529580116
107000098,37.6202857913,127.0531130380
107000099,37.6164880000,127.0568870000
107000100,37.6161560006,127.0575142283
107000101,37.6141178016,127.0592242299
107000102,37.6139733700,127.0597361132
107000103,37.6115892599,127.0618334097
107000104,37.6119253322,127.0618298638
107000105,37.6092611472,127.0640251528
107000106,37.6094354736,127.0643617980
107000107,37.6065852831,127.0661262457
107000108,37.6066550000,127.0663500000
107000109,37.6192462321,127.0451012788
107000110,37.6191131219,127.0456590521
107000111,37.6176594647,127.0477168014
107000112,37.6177065388,127.0479421691
107000113,37.6162107764,127.0500209793
107000114,37.6164300000,127.0500480000
107000115,37.6146908982,127.0525710587
107000116,37.6146307869,127.0529741295
107000117,37.6120921548,127.0555322537
107000119,37.6102270000,127.0575530000
107000120,37.6117440000,127.0562030000
107000121,37.6086897394,127.0590704145
107000122,37.6090023944,127.0590600371
107000123,37.6074589679,127.0603973513
107000124,37.6072717639,127.0609375732
107000125,37.6056471604,127.0618293174
107000126,37.6057619079,127.0620208629
107000520,37.5984370068,127.0142965055
107000129,37.6180160676,127.0513840846
107000130,37.6180139626,127.0510442788
107000131,37.6172180000,127.0501370000
107000132,37.6172733870,127.0499054393
107000133,37.5945043780,126.9918132916
107000134,37.5944954542,126.9931664205
107000135,37.5947840057,126.9937265473
107000136,37.5935941166,126.9958337905
107000137,37.5937446022,126.9959436280
107000138,37.5930630687,126.9987771128
107000139,37.5930854464,126.9978031597
107000140,37.5932175334,127.0006477466
107000141,37.5932724917,127.0015310386
107000142,37.5917865725,127.0028344034
107000143,37.5924098258,127.0026665502
107000144,37.5907466938,127.0036474176
107000145,37.5909389227,127.0038751968
107000146,37.5888120000,127.0055020000
107000147,37.5890940710,127.0056130939
107000514,37.5947386247,126.9916547399
107000522,37.6191701905,127.0528994712
107000496,37.5973107996,127.0412493106
107000504,37.6117802597,127.0356906378
107000521,37.6188534243,127.0526589415
107000528,37.6180556213,127.0546974877
107000529,37.6177666790,127.0553787690
107000150,37.6030091020,127.0235824260
107000151,37.6031497680,127.0230920656
107000152,37.6046830059,127.0259507581
107000153,37.6050877690,127.0259217322
107000154,37.6101676658,127.0300443665
107000155,37.6115052388,127.0133873980
107000156,37.6104382371,127.0143749082
107000157,37.6103370000,127.0146720000
107000158,37.6088339170,127.0153629325
107000159,37.6087830000,127.0154770000
107000160,37.6062922680,127.0149528803
107000161,37.6064100000,127.0151230000
107000162,37.6038076998,127.0145783295
107000163,37.6202232341,127.0064961192
107000164,37.6190580000,127.0063400000
107000165,37.6167005028,127.0077085694
107000166,37.6167639907,127.0081892610
107000167,37.6164772363,127.0086761598
107000168,37.6024257513,127.0135090711
107000169,37.6028763481,127.0135073176
107000170,37.6006317832,127.0137784395
107000171,37.6004661719,127.0137361959
107000172,37.5967201329,127.0151169845
107000173,37.5961997470,127.0156037900
107000174,37.5937399685,127.0161354636
107000175,37.5937466869,127.0164185434
107000176,37.6039130000,127.0448180000
107000177,37.6017780000,127.0432910000
105000474,37.5954776166,127.0408149328
107000178,37.5954008225,127.0408915697
107000179,37.6142454988,127.0406505559
107000180,37.6143780182,127.0409175754
107000181,37.6138617890,127.0427868796
107000182,37.6139940851,127.0434643020
107000183,37.6138330000,127.0451720000
107000184,37.6139750583,127.0461174530
107000185,37.6135912081,127.0484390748
107000186,37.6138828968,127.0487688779
107000187,37.6108298560,127.0352258290
107000188,37.6103304009,127.0356202126
107000189,37.6094060000,127.0357500000
107000190,37.6095490000,127.0359000000
107000191,37.6067350000,127.0366490000
107000192,37.6069130000,127.0367510000
107000193,37.6045180000,127.0372150000
107000194,37.6041772379,127.0375355438
107000197,37.6162024332,127.0485302331
107000198,37.6161195728,127.0487984540
107000199,37.5854637287,127.0202535696
107000200,37.5856511849,127.0200803771
107000201,37.5860464325,127.0219386130
107000202,37.5862680197,127.0223689592
107000203,37.5861743800,127.0259867888
107000204,37.5864334391,127.0258793196
107000205,37.5862292480,127.0305239036
107000206,37.5863644753,127.0302759807
107000207,37.5832964381,127.0295931093
107000208,37.5858303361,127.0294582350
107000209,37.5914440000,127.0167150000
107000210,37.5917149004,127.0167719353
107000211,37.5893760000,127.0181700000
107000212,37.5899335613,127.0175710536
107000213,37.5891196342,127.0194349551
107000214,37.5890493480,127.0191459598
107000215,37.5890493392,127.0220957059
107000216,37.5891349314,127.0221070536
107000217,37.5876943273,127.0229774528
107000510,37.5873563855,127.0231483316
107000219,37.5869202094,127.0233961765
107000220,37.5871051895,127.0234339727
107000222,37.5910757635,127.0121379652
107000224,37.6084474090,127.0044112283
107000225,37.6085559975,127.0047217755
107000226,37.6103867411,127.0050597014
107000227,37.6107120000,127.0052340000
107000228,37.6127787922,127.0069541753
107000229,37.6126699762,127.0072777201
107000230,37.5859330000,127.0192020000
107000231,37.6078214049,127.0293808251
107000232,37.6164839779,127.0088885340
107000233,37.6082685042,127.0292316503
107000234,37.6014610000,127.0133860000
107000235,37.6138925287,127.0653703051
107000236,37.6135987601,127.0654622702
107000237,37.5975109278,127.0422175977
107000238,37.6106992490,127.0664988617
107000239,37.6022078826,127.0243191825
107000240,37.6151911012,127.0089068708
107000243,37.6111977438,127.0652478073
107000244,37.6112674279,127.0656287670
107000246,37.6176890000,127.0007970000
107000249,37.6178583179,126.9993487096
107000508,37.6173390000,127.0074320000
107000251,37.6201534076,127.0064961131
107000252,37.6189380000,127.0064240000
107000524,37.5982256085,127.0059081990
107000523,37.5984869558,127.0045550193
107000255,37.6062348572,127.0478487259
107000257,37.5993330895,127.0055357424
107000259,37.5990157438,127.0074088371
107000260,37.5987761153,127.0073998099
107000506,37.5976750000,127.0056650000
107000262,37.5996669769,127.0092828740
107000263,37.6002114009,127.0094554943
107000515,37.6014914182,127.0121089813
107000266,37.6014510424,127.0122269985
107000267,37.5988330463,127.0144040060
107000268,37.6016437467,127.0136260986
107000269,37.5967033510,127.0064556975
107000270,37.5991744552,127.0063862490
107000271,37.5994832550,127.0036633229
107000272,37.5992258555,127.0056342632
107000273,37.6129450000,127.0131450000
107000274,37.6154600000,127.0114230000
107000275,37.6156260000,127.0116870000
107000281,37.6075700000,127.0158770000
107000280,37.6074068143,127.0157040433
107000282,37.6116330000,127.0134760000
107000290,37.6122826515,127.0044096525
107000291,37.6122135456,127.0043718100
107000292,37.6111973107,126.9994533062
107000293,37.6111729841,126.9998640907
107000294,37.6095059773,126.9992950559
107000295,37.6094614333,126.9995106864
107000296,37.5996556599,127.0411600129
107000497,37.6029875372,127.0181336142
107000501,37.6092775510,127.0328337687
107000502,37.6064773977,127.0345110882
107000500,37.6045305985,127.0360244691
107000505,37.6103030000,127.0563270000
107000509,37.5893629858,127.0047236816
107000516,37.6137313245,127.0390305016
107000518,37.6122938990,127.0079858233
107000519,37.6120835499,127.0083291460
107000525,37.5982419680,127.0394367620
107000526,37.5961434071,127.0383641124
107000527,37.5936473735,127.0371653045
107900267,37.6004394050,127.0112533717
107900001,37.5985623481,127.0272458091
107900305,37.6234017046,127.0482620157
107900304,37.6165854246,127.0437263808
107900303,37.6119090424,127.0405010899
107900284,37.6142243316,127.0164202375
107900278,37.6129436918,127.0101775182
107900273,37.6139199881,126.9979440805
107900272,37.6044670000,127.0115360000
107900280,37.5922918719,127.0164516544
107900248,37.5851583375,127.0135777075
107900256,37.5825625217,127.0112286496
107900246,37.5943426813,127.0085997586
107900244,37.5802666048,127.0105670837
107900245,37.5975911861,127.0108661056
107900143,37.5932844701,127.0348752977
107900104,37.5940261807,127.0359029589
107900077,37.5986406210,127.0277679230
107900048,37.6158087153,127.0422165656
107900032,37.6110151894,127.0404315108
107900005,37.6128930000,127.0170150000
107900002,37.6113037986,127.0091703259
107900268,37.6026973686,127.0109779802
107900004,37.5834681227,127.0111699073
107900006,37.5955879331,127.0092873052
107900007,37.5969788940,127.0127098361
107900008,37.5943749086,127.0344613329
107900009,37.5925498469,127.0356653798
107900010,37.5995314443,127.0292269396
107900012,37.6143344683,127.0413542290
107900013,37.6081543482,127.0474093545
107900014,37.6086618783,127.0394708753
107900015,37.6119651381,127.0176158808
107900274,37.6146057316,126.9997043527
107900269,37.6035344728,127.0093597957
107900016,37.5907658250,127.0197375056
107900257,37.5864120039,127.0109450153
107900017,37.5847416354,127.0110898368
107900018,37.5966164967,127.0141174417
107900019,37.5954238021,127.0343689551
107900020,37.5913557733,127.0330195331
107900021,37.5990484356,127.0293309418
107900291,37.6138183526,127.0432920552
107900295,37.6097861067,127.0476777016
107900023,37.6074171689,127.0403853901
107900158,37.6110319213,127.0182401260
107900275,37.6154094907,127.0014669250
107900024,37.6043724341,127.0088361313
107900025,37.5892753684,127.0200666300
107900259,37.5934520000,127.0162360000
107900026,37.5960223777,127.0334881714
107900027,37.5912582105,127.0305848420
107900028,37.5977570629,127.0297868295
107900030,37.6138039967,127.0455235372
107900031,37.6108554720,127.0482277397
107900033,37.6074650247,127.0410680515
107900034,37.6108023697,127.0199285610
107900035,37.6090831925,127.0203178716
107900036,37.6166599530,127.0035140799
107900037,37.6039281291,127.0082026720
107900038,37.5881107312,127.0088742018
107900039,37.5968921594,127.0326607185
107900040,37.5930412509,127.0278066095
107900041,37.5979829182,127.0310202081
107900043,37.6126113808,127.0489730694
107900044,37.6066542137,127.0408382727
107900045,37.6111129362,127.0216763929
107900046,37.6063912219,127.0217978896
107900047,37.6034392147,127.0078193261
107900049,37.5880973543,127.0067691679
107900254,37.5881449546,127.0091097341
107900292,37.6137524896,127.0383227067
107900050,37.5967304932,127.0144253969
107900051,37.5977417900,127.0330031027
107900052,37.5945580930,127.0264561677
107900053,37.5978024471,127.0319702953
107900055,37.6133087107,127.0500348524
107900056,37.6059628480,127.0402905965
107900302,37.6113884844,127.0226562581
107900282,37.6051725267,127.0223666084
107900283,37.6022105821,127.0243523151
107900057,37.6037248291,127.0082621961
107900249,37.5926518990,127.0088903855
107900293,37.6177787253,127.0430066211
107900058,37.5971725293,127.0127463341
107900060,37.5941781735,127.0248944002
107900061,37.5978526869,127.0327766528
107900063,37.6139775278,127.0529124982
107900064,37.6043412492,127.0392307477
107900065,37.6118369827,127.0238853806
107900281,37.6041460000,127.0241730000
107900066,37.6119203778,127.0053135319
107900067,37.6041816433,127.0087719123
107900068,37.5861278140,127.0250423170
107900069,37.5894788054,127.0051556693
107900070,37.5922035215,127.0082620546
107900298,37.6199450324,127.0451511821
107900071,37.5977882419,127.0110067037
107900072,37.5978597954,127.0297528957
107900073,37.5951930807,127.0235199391
107900074,37.5989120000,127.0343520000
107900076,37.6148530000,127.0546540000
107900079,37.6120078422,127.0255414558
107900270,37.6034488866,127.0092606947
107900080,37.5861138287,127.0271631411
107900081,37.5976425376,127.0220560921
107900082,37.5979671042,127.0328514477
107900083,37.6164260000,127.0569280000
107900084,37.6159190000,127.0556610000
107900350,37.6061228727,127.0452758609
107900086,37.6124543420,127.0274932778
107900087,37.6042060000,127.0228480000
107900088,37.6094883196,127.0058966843
107900271,37.6026956338,127.0107185841
107900090,37.5892202337,127.0050894402
107900091,37.6229790000,127.0477410000
107900093,37.5987114012,127.0203281149
107900285,37.5979024838,127.0319114484
107900097,37.6152176785,127.0581116015
107900357,37.6143030000,127.0654280000
107900358,37.6141629103,127.0676260739
107900359,37.6100821203,127.0703008849
107000530,37.6100650000,127.0672260000
107900100,37.6123270172,127.0297023033
107900101,37.6051750000,127.0224540000
107900102,37.6094586262,127.0073021258
107900308,37.6135767647,127.0481921170
107900103,37.5862774378,127.0322869440
107900107,37.5885307766,127.0067963836
107900108,37.5877945813,127.0068903011
107900110,37.6013301158,127.0288153961
107900113,37.5995443971,127.0175918525
107900115,37.5980964627,127.0309919428
107900118,37.6055549240,127.0222829921
107900120,37.6086862377,127.0078742430
107900125,37.5934247138,126.9958836268
107900127,37.5896344415,127.0092820358
107900128,37.5877791457,127.0086669439
107900129,37.6017407751,127.0297680319
107900130,37.5998023580,127.0170331603
107900131,37.6083206204,127.0293255215
107900132,37.6065398941,127.0218415618
107900133,37.6113614529,127.0093640245
107900134,37.6082706923,127.0098053714
107900135,37.5925307938,126.9948588415
107900136,37.5888116861,127.0100292895
107900137,37.5881655969,127.0101254524
107900138,37.6021839366,127.0304477445
107900139,37.6006018719,127.0152065619
107900141,37.6066792098,127.0278026247
107900142,37.6086973016,127.0206925440
107900144,37.5925495961,126.9925917473
107900145,37.5878763191,127.0104481310
107900146,37.5886421351,127.0116236224
107900147,37.6025734873,127.0309356235
107900148,37.6151280000,127.0585570000
107900299,37.6146287295,127.0647168159
107000531,37.6127866945,127.0548564845
107900149,37.6042360000,127.0243720000
107000532,37.6128820215,127.0550830532
107000533,37.6111169884,127.0568972381
107900150,37.6099229410,127.0197436999
107900307,37.6137056129,127.0482091911
107900151,37.5931263008,126.9927207864
107900152,37.5858614419,127.0109053037
107900153,37.5896248782,127.0147162769
107900154,37.6035229732,127.0303644793
107900354,37.6197496401,127.0480041459
107900155,37.5985154642,127.0142623966
107900156,37.5986595673,127.0276682695
107900157,37.6165801077,127.0571250268
107900159,37.6109999704,127.0183054636
107900351,37.5995992222,127.0113466683
107000444,37.6131251590,127.0130249816
107900160,37.5926486034,126.9909757805
107900162,37.5845908968,127.0109979664
107900165,37.6039526599,127.0272103996
107900340,37.5959526063,126.9972123529
107900341,37.5960279830,126.9968838263
107900306,37.5995439814,127.0329450077
107900171,37.6122913200,127.0176895841
107900318,37.5947299049,126.9989242882
107900317,37.5945947562,126.9989214593
107900174,37.5923603438,126.9922226001
107900315,37.5954461773,126.9977806154
107900316,37.5954754571,126.9976560572
107900314,37.5967146098,126.9966104959
107900309,37.5966512245,126.9965774499
107900177,37.5835870776,127.0110533004
107900255,37.5915399594,127.0123873098
107900180,37.6044477074,127.0256430693
107900313,37.5975084085,126.9949423033
107900344,37.6195039893,127.0505518894
107900312,37.5975408896,126.9948250653
107900182,37.6130750000,127.0169190000
107900185,37.5924406819,126.9947886382
107900311,37.5983184366,126.9938901546
107900188,37.5904336247,127.0102797636
107900310,37.5982740000,126.9937440000
107900320,37.6015704448,127.0115042175
107000469,37.6009938271,127.0334093139
107900321,37.6015704448,127.0112628186
107900323,37.6024197844,127.0114966535
107900324,37.6022616471,127.0113725526
107900322,37.6025545235,127.0107922182
107900326,37.6015365015,127.0096709641
107900325,37.6021750047,127.0108956099
107900319,37.6000835088,127.0113042765
107900331,37.5988806852,127.0113125874
107900330,37.5987928328,127.0113720246
107900190,37.6065115165,127.0281286376
107900327,37.5992909467,126.9926082763
107900329,37.6006040000,126.9900300000
107900328,37.5997706972,126.9921864081
107000495,37.6203566244,127.0452973432
107900191,37.6159480000,127.0553940000
107900194,37.5933823665,126.9959968718
107900195,37.5891741149,127.0074486831
107900197,37.6075367209,127.0291417258
107900201,37.6148600000,127.0543970000
107900355,37.6186378364,127.0511834599
107900356,37.6115075259,127.0561739802
107900286,37.6059394924,127.0311141214
107900203,37.6191413885,127.0456141233
107900204,37.6140466550,127.0526527202
107900206,37.5864829118,127.0262501333
107900208,37.5920233074,127.0082088116
107900210,37.6027999972,127.0315250690
107900213,37.6134406042,127.0505764271
107900215,37.6038353025,127.0378090878
107900216,37.6083707180,127.0097442213
107900338,37.6209240431,127.0458244048
107900339,37.6193829059,127.0469646561
107900219,37.6022065040,127.0302914603
107900262,37.5987916924,127.0143670046
107900224,37.6041727102,127.0393382553
107900226,37.6087042480,127.0080441437
107900230,37.6018588018,127.0298303694
107900234,37.6123942977,127.0487837637
107900239,37.6041273834,127.0427144806
107900241,37.6096167331,127.0073694927
107900265,37.5877600000,127.0230750000
107900240,37.6016820000,127.0290500000
107900238,37.6004509363,127.0152061932
107900237,37.6142947860,127.0414527557
107900236,37.6110537358,127.0481667022
107900235,37.6048993942,127.0438728583
107900233,37.6111778561,127.0058854907
107900261,37.5954940982,127.0107232511
107900232,37.5996513018,127.0291748905
107900231,37.6000277168,127.0164193819
107900229,37.6156500659,127.0423241257
107900228,37.6099870685,127.0476291248
107900227,37.6068870252,127.0461343399
107900243,37.6118951367,127.0055480005
107900258,37.5893438185,127.0202580181
107900225,37.5822593867,127.0145993366
107900223,37.5992976541,127.0176785796
107900297,37.6080318541,127.0472756242
107900221,37.6075912815,127.0471292345
107900220,37.5913019518,127.0134834289
107900218,37.5813963581,127.0127354927
107900217,37.5984610236,127.0202967300
107900290,37.6068638336,127.0478038236
107900214,37.6091289096,127.0461798986
107900279,37.6166087930,127.0034685688
107900209,37.5878015805,127.0175977286
107900207,37.5962151136,127.0089861462
107900199,37.5802801396,127.0103598878
107900196,37.5974334637,127.0220789870
107900193,37.6067975857,127.0488367104
